file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883008006_02101_00001_nrcblong_cal_Pro1oF.fits,jw02883008006_02101_00001_nrcblong,0.8771497011184692,0.04296032816024256,1024,13,0,1011,177.36561377191,22.362393904925,1.4559999704361,2023-12-07,2883008006,NRCBLONG,F480M,515.365
