file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883007004_02101_00004_nrca1_cal_Pro1oF.fits,jw02883007004_02101_00004_nrca1,0.263144850730896,0.03202261869528686,1024,45,0,979,177.42493976173,22.398444628845,3.62299990653992,2023-12-16,2883007004,NRCA1,F182M,773.047
