file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883008003_02101_00001_nrcb4_cal_Pro1oF.fits,jw02883008003_02101_00001_nrcb4,0.25518864393234253,0.057143205625758815,1024,38,0,986,177.36114987099,22.375638405993,4.22100019454956,2023-12-07,2883008003,NRCB4,F210M,515.365
