file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883008001_03101_00001_nrca4_cal_Pro1oF.fits,jw02883008001_03101_00001_nrca4,0.2340870499610901,0.06020714079646309,1024,29,0,995,177.36772101493,22.404323122979,4.30200004577637,2023-12-16,2883008001,NRCA4,F210M,515.365
