file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883008001_02101_00001_nrcb1_cal_Pro1oF.fits,jw02883008001_02101_00001_nrcb1,0.23376479744911194,0.03886507595916486,1024,59,0,965,177.34148600617,22.362067507199,4.82200002670288,2023-12-16,2883008001,NRCB1,F210M,773.047
