file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883007001_02101_00002_nrca3_cal_Pro1oF.fits,jw02883007001_02101_00002_nrca3,0.27182736992836,0.031195302458424057,1024,125,0,899,177.40488572979,22.386677672002,3.51699995994568,2023-12-16,2883007001,NRCA3,F182M,773.047
