file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883007001_03101_00001_nrcblong_cal_Pro1oF.fits,jw02883007001_03101_00001_nrcblong,0.15389013290405273,0.017460931021279706,1024,26,0,998,177.37740307511,22.355494440982,0.876999974250793,2023-12-16,2883007001,NRCBLONG,F360M,515.365
