file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883007003_02101_00001_nrcalong_cal_Pro1oF.fits,jw02883007003_02101_00001_nrcalong,0.15983223915100098,0.0189054797129653,1024,102,0,922,177.39232251099,22.404652270931,0.953000009059906,2023-12-16,2883007003,NRCALONG,F360M,515.365
