file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883008004_02101_00001_nrcb3_cal_Pro1oF.fits,jw02883008004_02101_00001_nrcb3,0.23579812049865723,0.03835294647407852,1024,21,0,1003,177.36918042479,22.369931106775,4.58300018310547,2023-12-16,2883008004,NRCB3,F210M,773.047
