file,root,calc_sky,calc_rms,N_total_regions,N_bad_regions,N_bad_px_regions,N_good_regions,CRVAL1,CRVAL2,PHOTMJSR,DATE-OBS,VISIT_ID,DETECTOR,FILTER,EFFEXPTM
jw02883008001_03101_00001_nrcalong_cal_Pro1oF.fits,jw02883008001_03101_00001_nrcalong,0.6999151706695557,0.04887674606638354,1024,23,0,1001,177.38129691582,22.408398006621,2.02300000190735,2023-12-16,2883008001,NRCALONG,F480M,515.365
